"id,Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating,Created_At,Cleaned_Income,Updated_DTI,Education_Ordinal_Rank,Default_Flag"
"141,35,Male,""High School"",Divorced,114877.00,699,46113.00,BUSINESS,Unemployed,6,EXCELLENT,0.389907,254153.00,0,""Port Andreamouth"",WV,Luxembourg,1,1,Medium,""2026-04-23 19:13:45"",114877.000000,0.4014,1,1"
"142,36,Female,Bachelor's,Divorced,44283.00,755,42326.00,PERSONAL,Self-employed,7,POOR,0.116135,228890.00,4,Turnerchester,NV,Micronesia,0,2,Low,""2026-04-23 19:13:45"",44283.000000,0.9558,2,0"
"143,59,Female,""High School"",Single,60385.00,743,30961.00,BUSINESS,Self-employed,19,EXCELLENT,0.383779,222830.00,4,Greenport,WV,Azerbaijan,2,0,Low,""2026-04-23 19:13:45"",60385.000000,0.5127,1,1"
"145,66,Female,Master's,Divorced,47785.00,699.211,14137.00,AUTO,Employed,16,FAIR,0.369847,147601.00,1,""South Maria"",NM,""Czech Republic"",4,0,Medium,""2026-04-23 19:13:45"",47785.000000,0.2958,3,1"
"146,36,Non-binary,Bachelor's,Single,69895.00,680,13132.00,BUSINESS,Unemployed,18,POOR,0.593281,159939.17,2,Heathermouth,ME,Turkey,0,0,Low,""2026-04-23 19:13:45"",69895.000000,0.1879,2,0"
"147,60,Male,""High School"",Divorced,61559.00,623,9038.00,HOME,Unemployed,16,FAIR,0.530641,159939.17,1,""New Kevin"",OH,Guinea-Bissau,0,1,Low,""2026-04-23 19:13:45"",61559.000000,0.1468,1,0"
"148,63,Female,""High School"",Single,40113.00,722,5044.00,PERSONAL,Employed,1,EXCELLENT,0.496244,159493.00,3,""New Martinberg"",OR,Cyprus,0,2,Low,""2026-04-23 19:13:45"",40113.000000,0.1257,1,0"
"149,43,Female,Bachelor's,Single,29797.00,727,10640.00,BUSINESS,Self-employed,14,EXCELLENT,0.509303,89291.00,4,Frankport,NE,Austria,3,0,Low,""2026-04-23 19:13:45"",29797.000000,0.3571,2,1"
"150,39,Non-binary,Bachelor's,Divorced,31137.00,757,7326.00,PERSONAL,Unemployed,9,POOR,0.441794,68848.00,3,""North Nathantown"",MN,Indonesia,1,2,Medium,""2026-04-23 19:13:45"",31137.000000,0.2353,2,1"
"151,62,Female,PhD,Divorced,115923.00,726,37406.00,PERSONAL,Self-employed,17,GOOD,0.287311,154178.00,1,""West Elizabethside"",MA,Peru,2,1,High,""2026-04-23 19:13:45"",115923.000000,0.3227,4,1"
"152,39,Male,""High School"",Single,117661.00,763,8876.00,HOME,Unemployed,15,POOR,0.565118,159939.17,2,""New Brianshire"",PW,Armenia,2,1,Low,""2026-04-23 19:13:45"",117661.000000,0.0754,1,1"
"154,59,Female,Master's,Divorced,91035.00,699.211,44865.00,PERSONAL,Self-employed,5,POOR,0.427506,159939.17,0,Kristinfort,AR,Algeria,1,0,Medium,""2026-04-23 19:13:45"",91035.000000,0.4928,3,1"
"155,37,Non-binary,PhD,Divorced,76795.00,645,33454.00,PERSONAL,Self-employed,13,EXCELLENT,0.508511,40258.00,4,Andreaborough,NV,Bangladesh,3,0,Low,""2026-04-23 19:13:45"",76795.000000,0.4356,4,1"
"156,58,Male,PhD,Single,69029.00,701.157,39742.00,AUTO,Unemployed,12,FAIR,0.369607,159939.17,4,Phillipsbury,AL,""American Samoa"",4,1,Low,""2026-04-23 19:13:45"",69029.000000,0.5757,4,1"
"157,47,Female,PhD,Married,65463.00,710,0.00,HOME,Unemployed,4,GOOD,0.509355,230368.00,4,Anthonyside,NH,Ireland,4,2,Low,""2026-04-23 19:13:45"",65463.000000,0.0000,4,1"
"158,58,Non-binary,Bachelor's,Single,0.00,791,34903.00,AUTO,Self-employed,7,GOOD,0.177489,236635.00,3,""New Marisashire"",NE,Namibia,0,0,Low,""2026-04-23 19:13:45"",69652.443967,0.5011,2,0"
"159,51,Non-binary,Bachelor's,Married,40561.00,632,42722.00,PERSONAL,Unemployed,3,GOOD,0.3819,159939.17,0,""North Feliciaville"",VA,Iran,0,2,Low,""2026-04-23 19:13:45"",40561.000000,1.0533,2,0"
"161,27,Non-binary,""High School"",Widowed,61232.00,643,46522.00,BUSINESS,Unemployed,6,FAIR,0.151099,285561.00,2,Villafurt,RI,""Sao Tome and Principe"",2,0,Low,""2026-04-23 19:13:45"",61232.000000,0.7598,1,1"
"162,36,Female,Bachelor's,Single,108304.00,675,46461.00,AUTO,Self-employed,15,EXCELLENT,0.134004,159939.17,0,""South Teresaburgh"",IL,Japan,1,2,Medium,""2026-04-23 19:13:45"",108304.000000,0.4290,2,1"
"163,56,Non-binary,Bachelor's,Widowed,0.00,728,42333.00,HOME,Employed,17,GOOD,0.345463,159939.17,2,Amandabury,NC,Australia,3,2,Low,""2026-04-23 19:13:45"",69652.443967,0.6078,2,1"
"164,34,Female,""High School"",Widowed,118679.00,731,40823.00,AUTO,Employed,6,POOR,0.353952,63853.00,0,""North Jeremy"",AS,Georgia,0,2,Low,""2026-04-23 19:13:45"",118679.000000,0.3440,1,0"
"165,65,Male,Master's,Single,89126.00,643,38741.00,AUTO,Employed,0,EXCELLENT,0.131449,50589.00,1,""New Julieside"",AK,Martinique,4,0,High,""2026-04-23 19:13:45"",89126.000000,0.4347,3,1"
"166,34,Female,PhD,Divorced,35198.00,718,0.00,BUSINESS,Unemployed,9,GOOD,0.155829,222837.00,0,""Port Matthew"",NE,Panama,3,1,Low,""2026-04-23 19:13:45"",35198.000000,0.0000,4,1"
"167,66,Non-binary,PhD,Widowed,104677.00,784,24588.00,HOME,Unemployed,9,FAIR,0.304836,50584.00,4,""South Karen"",NM,Finland,4,0,Low,""2026-04-23 19:13:45"",104677.000000,0.2349,4,1"
"168,30,Non-binary,PhD,Single,0.00,699,29559.00,HOME,Unemployed,10,POOR,0.181094,203837.00,0,""North Amber"",NE,""United States Virgin Islands"",0,0,Low,""2026-04-23 19:13:45"",70442.604895,0.4196,4,0"
"169,59,Female,Master's,Married,80047.00,697,42968.00,BUSINESS,Employed,0,FAIR,0.361463,159939.17,1,""North Theresaville"",ID,Samoa,1,1,Medium,""2026-04-23 19:13:45"",80047.000000,0.5368,3,1"
"171,64,Non-binary,PhD,Divorced,117835.00,640,45787.00,BUSINESS,Self-employed,19,EXCELLENT,0.412144,159939.17,0,Odomfort,HI,""Cape Verde"",2,0,Medium,""2026-04-23 19:13:45"",117835.000000,0.3886,4,1"
"172,61,Non-binary,PhD,Divorced,0.00,604,29783.00,PERSONAL,Employed,13,EXCELLENT,0.410343,159939.17,3,Humphreymouth,CO,""Cocos (Keeling) Islands"",1,2,High,""2026-04-23 19:13:45"",70442.604895,0.4228,4,1"
"173,67,Female,Bachelor's,Divorced,0.00,750,46529.00,AUTO,Self-employed,19,FAIR,0.44874,290306.00,0,Hodgesville,NV,Micronesia,0,1,Low,""2026-04-23 19:13:45"",69652.443967,0.6680,2,0"
"174,32,Non-binary,Master's,Married,91656.00,661,0.00,PERSONAL,Self-employed,1,EXCELLENT,0.515296,159939.17,4,Amyview,CO,""United Arab Emirates"",0,2,High,""2026-04-23 19:13:45"",91656.000000,0.0000,3,0"
"175,43,Non-binary,Master's,Single,87687.00,791,16663.00,AUTO,Unemployed,9,FAIR,0.315226,291278.00,0,Jordanville,CT,""Solomon Islands"",1,0,Medium,""2026-04-23 19:13:45"",87687.000000,0.1900,3,1"
"176,46,Female,PhD,Divorced,81289.00,722,0.00,AUTO,Employed,13,FAIR,0.248479,103462.00,3,""East Brenda"",TN,""Burkina Faso"",3,2,Low,""2026-04-23 19:13:45"",81289.000000,0.0000,4,1"
"177,56,Female,Bachelor's,Widowed,27807.00,681,0.00,PERSONAL,Employed,12,FAIR,0.497042,178108.00,0,Johnbury,WI,Kiribati,2,0,Medium,""2026-04-23 19:13:45"",27807.000000,0.0000,2,1"
"178,35,Male,Bachelor's,Widowed,0.00,711,15286.00,PERSONAL,Employed,1,EXCELLENT,0.383452,156329.00,0,""North Taylorville"",NV,Niger,2,0,Low,""2026-04-23 19:13:45"",69652.443967,0.2195,2,1"
"179,37,Female,PhD,Single,20987.00,640,8042.00,HOME,Employed,12,FAIR,0.442813,55772.00,3,Bradleyshire,NE,""Falkland Islands (Malvinas)"",1,1,Low,""2026-04-23 19:13:45"",20987.000000,0.3832,4,1"
"180,24,Non-binary,Master's,Widowed,61876.00,791,7070.00,PERSONAL,Unemployed,0,EXCELLENT,0.114674,131369.00,2,""East Stephentown"",SD,""Slovakia (Slovak Republic)"",0,0,Low,""2026-04-23 19:13:45"",61876.000000,0.1143,3,0"
"181,31,Female,Master's,Widowed,108454.00,716,33552.00,PERSONAL,Unemployed,8,POOR,0.588002,24976.00,0,""South Danielleview"",VT,Chile,2,0,High,""2026-04-23 19:13:45"",108454.000000,0.3094,3,1"
"182,25,Male,Master's,Widowed,0.00,753,0.00,PERSONAL,Self-employed,7,EXCELLENT,0.104689,101481.00,2,""Lake Brendan"",AS,""Brunei Darussalam"",3,1,Low,""2026-04-23 19:13:45"",69934.968970,0.0000,3,1"
"185,43,Female,PhD,Divorced,0.00,705,12071.00,BUSINESS,Employed,8,GOOD,0.119109,85658.00,0,Andrewshire,DE,Djibouti,2,0,Low,""2026-04-23 19:13:45"",70442.604895,0.1714,4,1"
"186,53,Female,""High School"",Married,31340.00,790,6687.00,BUSINESS,Self-employed,4,EXCELLENT,0.19511,159939.17,2,Charlesstad,OH,Samoa,0,2,Low,""2026-04-23 19:13:45"",31340.000000,0.2134,1,0"
"187,41,Male,Bachelor's,Widowed,50737.00,624,0.00,AUTO,Self-employed,4,GOOD,0.538423,261675.00,0,Christensenfurt,GA,Yemen,2,1,Medium,""2026-04-23 19:13:45"",50737.000000,0.0000,2,1"
"188,61,Non-binary,Master's,Widowed,88056.00,684,9746.00,PERSONAL,Employed,15,GOOD,0.361357,48339.00,0,Meganfurt,NE,Comoros,0,0,Low,""2026-04-23 19:13:45"",88056.000000,0.1107,3,0"
"189,25,Male,PhD,Single,115287.00,701.157,9520.00,AUTO,Unemployed,3,EXCELLENT,0.392512,69459.00,3,Darrenstad,NH,Iran,1,2,Low,""2026-04-23 19:13:45"",115287.000000,0.0826,4,1"
"191,52,Non-binary,PhD,Divorced,111594.00,715,9174.00,HOME,Unemployed,4,GOOD,0.100815,137074.00,2,Victoriamouth,MN,""Western Sahara"",2,1,Low,""2026-04-23 19:13:45"",111594.000000,0.0822,4,1"
"193,34,Non-binary,Bachelor's,Widowed,0.00,793,21504.00,AUTO,Employed,12,GOOD,0.435938,179496.00,2,Karenton,KS,Mali,2,1,Low,""2026-04-23 19:13:45"",69652.443967,0.3087,2,1"
"195,46,Male,PhD,Widowed,87228.00,602,0.00,PERSONAL,Self-employed,7,POOR,0.555169,182601.00,4,""Port Scottville"",VT,""Puerto Rico"",4,1,Low,""2026-04-23 19:13:45"",87228.000000,0.0000,4,1"
"196,63,Female,Bachelor's,Divorced,101844.00,688,9667.00,HOME,Employed,1,EXCELLENT,0.251662,61882.00,0,""West Robin"",IL,Somalia,4,2,Low,""2026-04-23 19:13:45"",101844.000000,0.0949,2,1"
"198,47,Non-binary,""High School"",Married,28673.00,699,19540.00,AUTO,Unemployed,19,FAIR,0.408041,255563.00,0,""North Bonnie"",MI,Mali,1,2,Medium,""2026-04-23 19:13:45"",28673.000000,0.6815,1,1"
"199,22,Female,Bachelor's,Widowed,35973.00,663,19492.00,AUTO,Unemployed,2,GOOD,0.432494,82006.00,3,Hartmanmouth,VI,Suriname,0,0,Medium,""2026-04-23 19:13:45"",35973.000000,0.5419,2,0"
"200,41,Male,Bachelor's,Single,62011.00,747,15722.00,BUSINESS,Employed,3,POOR,0.176554,259195.00,2,Garrettton,MD,Romania,3,0,Medium,""2026-04-23 19:13:45"",62011.000000,0.2535,2,1"
"201,65,Female,""High School"",Divorced,0.00,618,27165.00,HOME,Self-employed,4,POOR,0.242235,219776.00,2,Jonesfurt,SD,""Antarctica (the territory South of 60 deg S)"",2,1,Low,""2026-04-23 19:13:45"",69718.619373,0.3896,1,1"
"202,36,Non-binary,Master's,Single,42942.00,699.211,5346.00,HOME,Self-employed,7,GOOD,0.138368,146854.00,4,Hannahtown,PW,Netherlands,0,2,Low,""2026-04-23 19:13:45"",42942.000000,0.1245,3,0"
"203,43,Non-binary,""High School"",Divorced,111205.00,736,0.00,BUSINESS,Self-employed,4,POOR,0.273947,159939.17,3,Ramirezshire,WV,Mauritania,0,1,Low,""2026-04-23 19:13:45"",111205.000000,0.0000,1,0"
"204,54,Male,Bachelor's,Married,114486.00,704,32353.00,AUTO,Self-employed,7,POOR,0.400318,222630.00,1,Jarviston,KY,""Saint Pierre and Miquelon"",1,1,Low,""2026-04-23 19:13:45"",114486.000000,0.2826,2,1"
"205,34,Female,Bachelor's,Single,42064.00,760,39482.00,PERSONAL,Employed,0,EXCELLENT,0.2019,243318.00,0,Krystalberg,PA,Lesotho,3,2,Low,""2026-04-23 19:13:45"",42064.000000,0.9386,2,1"
"206,60,Female,PhD,Married,80883.00,699,46731.00,AUTO,Employed,12,EXCELLENT,0.561233,200074.00,3,""East Sherrifurt"",GU,""British Indian Ocean Territory (Chagos Archipelago)"",0,2,Medium,""2026-04-23 19:13:45"",80883.000000,0.5778,4,0"
"207,43,Female,PhD,Widowed,31231.00,712,48935.00,PERSONAL,Employed,8,GOOD,0.107507,277314.00,2,""South Kent"",CT,Pakistan,3,0,Medium,""2026-04-23 19:13:45"",31231.000000,1.5669,4,1"
"208,47,Male,Bachelor's,Married,85651.00,799,17157.00,AUTO,Unemployed,2,FAIR,0.541921,200136.00,3,Matthewshire,RI,Grenada,3,0,Medium,""2026-04-23 19:13:45"",85651.000000,0.2003,2,1"
"209,48,Male,PhD,Single,91982.00,602,33381.00,HOME,Unemployed,7,POOR,0.523767,159939.17,0,Englishfurt,OR,Mali,3,1,Low,""2026-04-23 19:13:45"",91982.000000,0.3629,4,1"
"210,45,Male,Bachelor's,Divorced,85839.00,686,29177.00,BUSINESS,Self-employed,11,EXCELLENT,0.260055,114053.00,0,""Port Vickie"",LA,""New Caledonia"",4,0,Low,""2026-04-23 19:13:45"",85839.000000,0.3399,2,1"
"212,43,Non-binary,Bachelor's,Widowed,68960.00,675,25542.00,PERSONAL,Employed,10,GOOD,0.43628,60758.00,0,""East Nancy"",AZ,Vanuatu,2,2,Medium,""2026-04-23 19:13:45"",68960.000000,0.3704,2,1"
"213,47,Non-binary,""High School"",Single,58217.00,658,15328.00,BUSINESS,Unemployed,11,POOR,0.525407,169695.00,0,""East Nicholas"",NH,Angola,0,0,Medium,""2026-04-23 19:13:45"",58217.000000,0.2633,1,0"
"214,47,Male,Master's,Widowed,105237.00,699.211,14212.00,PERSONAL,Unemployed,2,FAIR,0.302355,265480.00,4,""Lake Susan"",GA,Senegal,1,1,Low,""2026-04-23 19:13:45"",105237.000000,0.1350,3,1"
"215,52,Non-binary,Master's,Widowed,80656.00,710,46162.00,PERSONAL,Self-employed,0,EXCELLENT,0.578239,159939.17,1,Peterstad,CA,Lebanon,0,2,Medium,""2026-04-23 19:13:45"",80656.000000,0.5723,3,0"
"216,49,Non-binary,Bachelor's,Married,105916.00,750,6324.00,PERSONAL,Unemployed,17,POOR,0.269984,89195.00,2,""New Phillip"",SD,Peru,1,1,High,""2026-04-23 19:13:45"",105916.000000,0.0597,2,1"
"217,35,Non-binary,PhD,Widowed,111627.00,630,39992.00,HOME,Employed,14,POOR,0.394883,200110.00,1,Johnsonborough,NC,""Costa Rica"",0,0,Medium,""2026-04-23 19:13:45"",111627.000000,0.3583,4,0"
"219,50,Female,Bachelor's,Single,29879.00,699.038,34733.00,BUSINESS,Employed,13,EXCELLENT,0.355564,133149.00,0,""Port Ericaside"",NE,Martinique,1,0,Low,""2026-04-23 19:13:45"",29879.000000,1.1625,2,1"
"220,42,Male,Master's,Married,0.00,699.211,10737.00,PERSONAL,Unemployed,1,EXCELLENT,0.416294,202129.00,3,""Port Arielfurt"",HI,Hungary,1,0,Medium,""2026-04-23 19:13:45"",69934.968970,0.1535,3,1"
"221,62,Non-binary,Master's,Single,74850.00,650,17324.00,PERSONAL,Self-employed,14,EXCELLENT,0.191277,151244.00,0,""New Catherineton"",OR,""Marshall Islands"",0,2,Low,""2026-04-23 19:13:45"",74850.000000,0.2314,3,0"
"222,56,Male,PhD,Widowed,62530.00,754,0.00,HOME,Employed,0,EXCELLENT,0.259699,248213.00,3,Palmerville,IA,Vietnam,3,0,Medium,""2026-04-23 19:13:45"",62530.000000,0.0000,4,1"
"223,40,Male,Bachelor's,Single,90179.00,693,32825.00,PERSONAL,Self-employed,5,GOOD,0.584147,129600.00,3,Brownville,IL,""Wallis and Futuna"",4,1,Low,""2026-04-23 19:13:45"",90179.000000,0.3640,2,1"
"224,53,Non-binary,""High School"",Widowed,117507.00,685,45544.00,AUTO,Self-employed,11,GOOD,0.375783,228273.00,0,Smithtown,ME,Moldova,0,1,Low,""2026-04-23 19:13:45"",117507.000000,0.3876,1,0"
"225,31,Male,""High School"",Married,34002.00,738,23618.00,HOME,Unemployed,6,FAIR,0.173056,269695.00,3,Davismouth,AL,Peru,2,1,Low,""2026-04-23 19:13:45"",34002.000000,0.6946,1,1"
"226,33,Non-binary,Master's,Married,74333.00,693,47328.00,PERSONAL,Unemployed,5,POOR,0.522094,111726.00,0,""Port Mandyland"",CA,Italy,1,0,Low,""2026-04-23 19:13:45"",74333.000000,0.6367,3,1"
"227,58,Male,""High School"",Divorced,109067.00,790,35949.00,HOME,Self-employed,14,POOR,0.398211,206088.00,0,Marieside,NV,Zambia,1,0,Medium,""2026-04-23 19:13:45"",109067.000000,0.3296,1,1"
"228,47,Female,Master's,Married,54022.00,775,9445.00,BUSINESS,Employed,12,FAIR,0.244654,177570.00,1,Reedberg,MT,Thailand,0,1,Low,""2026-04-23 19:13:45"",54022.000000,0.1748,3,0"
"229,24,Non-binary,PhD,Divorced,67278.00,742,13704.00,AUTO,Self-employed,2,EXCELLENT,0.499235,171149.00,0,""Lake Christina"",VT,""French Southern Territories"",0,2,Medium,""2026-04-23 19:13:45"",67278.000000,0.2037,4,0"
"230,48,Male,Master's,Divorced,37540.00,673,34317.00,HOME,Employed,7,POOR,0.505903,32715.00,4,""New Sara"",NE,Morocco,4,1,Medium,""2026-04-23 19:13:45"",37540.000000,0.9141,3,1"
"233,55,Non-binary,""High School"",Divorced,98283.00,650,42997.00,AUTO,Unemployed,17,FAIR,0.486639,178174.00,4,""East John"",ID,Argentina,0,0,Low,""2026-04-23 19:13:45"",98283.000000,0.4375,1,0"
"234,65,Male,""High School"",Single,27826.00,736,43125.00,AUTO,Employed,18,GOOD,0.253161,118770.00,0,""West David"",FL,Iraq,3,1,Medium,""2026-04-23 19:13:45"",27826.000000,1.5498,1,1"
"235,37,Male,""High School"",Single,96730.00,697.601,28500.00,PERSONAL,Self-employed,19,EXCELLENT,0.142386,281303.00,2,""North Markberg"",CO,""El Salvador"",4,0,Medium,""2026-04-23 19:13:45"",96730.000000,0.2946,1,1"
"236,38,Female,PhD,Divorced,84934.00,720,0.00,AUTO,Employed,6,GOOD,0.477976,116141.00,2,Myerstown,PR,Canada,3,1,Low,""2026-04-23 19:13:45"",84934.000000,0.0000,4,1"
"237,54,Non-binary,Master's,Single,62296.00,744,23778.00,BUSINESS,Self-employed,1,EXCELLENT,0.203053,173854.00,0,""Port Sandra"",DE,Bulgaria,1,0,High,""2026-04-23 19:13:45"",62296.000000,0.3817,3,1"
"238,37,Female,PhD,Married,111551.00,632,10074.00,BUSINESS,Employed,6,EXCELLENT,0.587378,66221.00,0,Tanyafort,OK,""Saint Helena"",2,0,Medium,""2026-04-23 19:13:45"",111551.000000,0.0903,4,1"
"239,52,Male,Bachelor's,Widowed,47260.00,608,23857.00,HOME,Employed,6,POOR,0.346899,159939.17,1,Shannonside,OK,Macao,4,1,Low,""2026-04-23 19:13:45"",47260.000000,0.5048,2,1"
"240,33,Male,Bachelor's,Divorced,65538.00,646,0.00,PERSONAL,Employed,12,EXCELLENT,0.588081,35469.00,3,""Lake Emilyborough"",CO,Seychelles,3,0,Low,""2026-04-23 19:13:45"",65538.000000,0.0000,2,1"
"241,50,Female,""High School"",Single,100352.00,621,0.00,PERSONAL,Employed,18,GOOD,0.444252,171041.00,1,""North Norma"",PW,Latvia,3,1,Medium,""2026-04-23 19:13:45"",100352.000000,0.0000,1,1"
"244,42,Female,Bachelor's,Widowed,47774.00,699.038,0.00,AUTO,Unemployed,0,EXCELLENT,0.509442,275648.00,0,""South Vanessaville"",KY,Montserrat,1,2,High,""2026-04-23 19:13:45"",47774.000000,0.0000,2,1"
"245,30,Non-binary,Master's,Widowed,114499.00,779,40584.00,AUTO,Self-employed,6,FAIR,0.284053,76919.00,3,""New Susan"",AR,Mauritius,2,1,Low,""2026-04-23 19:13:45"",114499.000000,0.3544,3,1"
"247,46,Non-binary,Master's,Widowed,56080.00,702,0.00,AUTO,Employed,13,FAIR,0.227039,57488.00,0,Newmanland,WY,""Norfolk Island"",3,1,Low,""2026-04-23 19:13:45"",56080.000000,0.0000,3,1"
"248,44,Non-binary,""High School"",Widowed,21320.00,733,34540.00,HOME,Unemployed,4,FAIR,0.336045,159939.17,3,""Lake Jesse"",KS,""United States Virgin Islands"",0,1,Low,""2026-04-23 19:13:45"",21320.000000,1.6201,1,0"
"249,54,Female,Bachelor's,Divorced,54560.00,760,30826.00,AUTO,Employed,11,POOR,0.568217,21537.00,0,Kennethberg,MP,Iceland,2,2,Low,""2026-04-23 19:13:45"",54560.000000,0.5650,2,1"
"251,40,Non-binary,""High School"",Single,75122.00,697.601,33345.00,BUSINESS,Employed,16,GOOD,0.321867,159939.17,4,Pollardborough,WV,""South Georgia and the South Sandwich Islands"",0,0,Medium,""2026-04-23 19:13:45"",75122.000000,0.4439,1,0"
"252,43,Male,Master's,Divorced,81683.00,693,10316.00,HOME,Employed,2,GOOD,0.351319,28304.00,3,Dyerfort,MS,""Holy See (Vatican City State)"",0,0,Low,""2026-04-23 19:13:45"",81683.000000,0.1263,3,0"
"253,67,Male,Bachelor's,Single,104661.00,771,8751.00,PERSONAL,Employed,7,GOOD,0.508536,100251.00,0,""East Matthewtown"",ME,""Western Sahara"",0,1,Medium,""2026-04-23 19:13:45"",104661.000000,0.0836,2,0"
"254,51,Non-binary,Master's,Widowed,72299.00,676,37088.00,AUTO,Unemployed,3,FAIR,0.546675,163332.00,0,Kennethshire,HI,Anguilla,2,2,Medium,""2026-04-23 19:13:45"",72299.000000,0.5130,3,1"
"255,34,Non-binary,Master's,Married,78630.00,695,48757.00,PERSONAL,Self-employed,12,FAIR,0.43025,159939.17,2,""New Jason"",NJ,Malawi,1,1,Low,""2026-04-23 19:13:45"",78630.000000,0.6201,3,1"
"258,59,Non-binary,Bachelor's,Single,0.00,688,25432.00,BUSINESS,Unemployed,15,GOOD,0.540747,275015.00,4,Rileyfurt,MS,Luxembourg,4,0,Medium,""2026-04-23 19:13:45"",69652.443967,0.3651,2,1"
"259,32,Female,PhD,Single,99688.00,732,12429.00,HOME,Unemployed,8,POOR,0.430234,267072.00,0,""Port Sarahton"",MI,""North Macedonia"",3,2,Medium,""2026-04-23 19:13:45"",99688.000000,0.1247,4,1"
"260,44,Female,Master's,Single,0.00,791,30191.00,HOME,Unemployed,13,GOOD,0.174939,263286.00,3,Jacksonberg,UT,""Slovakia (Slovak Republic)"",4,1,Low,""2026-04-23 19:13:45"",69934.968970,0.4317,3,1"
"261,28,Male,""High School"",Single,0.00,690,29992.00,HOME,Self-employed,3,POOR,0.112989,159939.17,1,""New Jasminefort"",AL,""Bouvet Island (Bouvetoya)"",1,2,Low,""2026-04-23 19:13:45"",69718.619373,0.4302,1,1"
"262,60,Male,PhD,Married,114018.00,636,28620.00,BUSINESS,Employed,1,EXCELLENT,0.261044,38980.00,3,""West Kaylee"",CO,Liberia,1,1,Medium,""2026-04-23 19:13:45"",114018.000000,0.2510,4,1"
"263,43,Female,PhD,Divorced,88309.00,724,7848.00,AUTO,Self-employed,10,EXCELLENT,0.25343,103243.00,4,Fergusonchester,DC,Germany,0,2,Low,""2026-04-23 19:13:45"",88309.000000,0.0889,4,0"
"264,51,Non-binary,""High School"",Divorced,62262.00,606,6667.00,PERSONAL,Unemployed,4,GOOD,0.54519,268305.00,0,""New Paulside"",TN,Qatar,1,1,Low,""2026-04-23 19:13:45"",62262.000000,0.1071,1,1"
"265,60,Female,""High School"",Widowed,35070.00,642,0.00,PERSONAL,Self-employed,6,GOOD,0.561001,294768.00,2,""South Matthew"",DE,""El Salvador"",2,2,Medium,""2026-04-23 19:13:45"",35070.000000,0.0000,1,1"
"266,35,Female,PhD,Single,39629.00,622,9537.00,HOME,Unemployed,2,FAIR,0.524358,48636.00,1,Desireeville,DC,""Sao Tome and Principe"",4,0,Low,""2026-04-23 19:13:45"",39629.000000,0.2407,4,1"
"267,69,Non-binary,Bachelor's,Single,98672.00,792,5228.00,HOME,Self-employed,1,GOOD,0.484614,159939.17,1,Ashleyshire,DE,Japan,0,1,Low,""2026-04-23 19:13:45"",98672.000000,0.0530,2,0"
"268,59,Male,""High School"",Divorced,83094.00,697.601,0.00,HOME,Unemployed,6,EXCELLENT,0.185279,268737.00,1,""New Melissa"",SD,""Burkina Faso"",2,2,Low,""2026-04-23 19:13:45"",83094.000000,0.0000,1,1"
"269,42,Female,""High School"",Widowed,35203.00,726,34541.00,AUTO,Unemployed,5,POOR,0.556476,252977.00,0,""East Morgan"",MH,""Saint Martin"",0,1,Medium,""2026-04-23 19:13:45"",35203.000000,0.9812,1,0"
"271,38,Male,PhD,Divorced,0.00,697,5209.00,PERSONAL,Employed,15,POOR,0.446923,159939.17,2,""Port Brittany"",WI,Canada,1,1,Low,""2026-04-23 19:13:45"",70442.604895,0.0739,4,1"
"272,66,Female,""High School"",Single,61291.00,639,7908.00,PERSONAL,Unemployed,12,POOR,0.169,33810.00,1,""Port David"",WA,Mayotte,3,2,Low,""2026-04-23 19:13:45"",61291.000000,0.1290,1,1"
"273,27,Female,Bachelor's,Widowed,42327.00,655,0.00,BUSINESS,Employed,0,EXCELLENT,0.437616,90257.00,3,""North Nicholasmouth"",VI,Dominica,0,0,Medium,""2026-04-23 19:13:45"",42327.000000,0.0000,2,0"
"274,43,Male,PhD,Married,100562.00,785,0.00,HOME,Self-employed,14,POOR,0.193413,155884.00,4,""New Yvonne"",AS,Taiwan,2,0,Low,""2026-04-23 19:13:45"",100562.000000,0.0000,4,1"
"275,46,Female,Master's,Married,34284.00,775,26340.00,PERSONAL,Self-employed,14,FAIR,0.400354,64156.00,4,""New Melissamouth"",NV,""Wallis and Futuna"",0,2,Medium,""2026-04-23 19:13:45"",34284.000000,0.7683,3,0"
"276,33,Male,Master's,Married,115066.00,799,31359.00,HOME,Self-employed,5,EXCELLENT,0.228569,142354.00,0,""North Brianbury"",OK,Mexico,4,1,Low,""2026-04-23 19:13:45"",115066.000000,0.2725,3,1"
"277,43,Male,PhD,Divorced,26441.00,701.157,49939.00,HOME,Unemployed,1,EXCELLENT,0.415477,169702.00,0,""South Jeffreyshire"",MI,Tanzania,0,2,Low,""2026-04-23 19:13:45"",26441.000000,1.8887,4,0"
